id	verdict	observation	reviewer	reviewedAt
p34-p3-11	accept		claude-opus-5	2026-08-13
p34-p3-12	accept		claude-opus-5	2026-08-13
p34-p3-13	accept		claude-opus-5	2026-08-13
p34-p3-14	accept		claude-opus-5	2026-08-13
p34-p3-15	accept		claude-opus-5	2026-08-13
p34-p3-16	accept		claude-opus-5	2026-08-13
p34-p3-17	accept		claude-opus-5	2026-08-13
p34-p3-18	accept		claude-opus-5	2026-08-13
p34-p3-19	accept		claude-opus-5	2026-08-13
p34-p3-20	accept		claude-opus-5	2026-08-13
p34-p4-11	accept		claude-opus-5	2026-08-13
p34-p4-12	accept		claude-opus-5	2026-08-13
p34-p4-13	accept		claude-opus-5	2026-08-13
p34-p4-14	accept		claude-opus-5	2026-08-13
p34-p4-15	accept		claude-opus-5	2026-08-13
p34-p4-16	accept		claude-opus-5	2026-08-13
p34-p4-17	accept		claude-opus-5	2026-08-13
p34-p4-18	accept		claude-opus-5	2026-08-13
p34-p4-19	accept		claude-opus-5	2026-08-13
p34-p4-20	accept		claude-opus-5	2026-08-13
