id	verdict	observation	reviewer	reviewedAt
similar-delivery-1	accept	クロスレビュー（Fable・2026-08-13）の指摘を受けて是正	claude-opus-5	2026-08-13
similar-venue-1	accept		claude-opus-5	2026-08-13
similar-training-1	accept	クロスレビュー（Fable・2026-08-13）の指摘を受けて是正	claude-opus-5	2026-08-13
similar-headquarters-1	accept		claude-opus-5	2026-08-13
similar-reception-1	accept		claude-opus-5	2026-08-13
similar-audit-1	accept		claude-opus-5	2026-08-13
similar-estate-1	accept		claude-opus-5	2026-08-13
similar-utility-1	accept		claude-opus-5	2026-08-13
similar-catering-1	accept		claude-opus-5	2026-08-13
similar-occupant-1	accept		claude-opus-5	2026-08-13
similar-freight-1	accept	クロスレビュー（Fable・2026-08-13）の指摘を受けて是正	claude-opus-5	2026-08-13
similar-outsource-1	accept		claude-opus-5	2026-08-13
similar-stakeholder-1	accept		claude-opus-5	2026-08-13
similar-facility-1	accept		claude-opus-5	2026-08-13
similar-lease-1	accept		claude-opus-5	2026-08-13
similar-defect-1	accept		claude-opus-5	2026-08-13
similar-branch-1	accept		claude-opus-5	2026-08-13
similar-reimbursement-1	accept		claude-opus-5	2026-08-13
similar-troubleshoot-1	accept		claude-opus-5	2026-08-13
similar-password-1	accept		claude-opus-5	2026-08-13
similar-allocate-1	accept		claude-opus-5	2026-08-13
similar-newsletter-1	accept		claude-opus-5	2026-08-13
similar-attend-1	accept		claude-opus-5	2026-08-13
similar-approve-1	accept		claude-opus-5	2026-08-13
similar-authorize-1	accept		claude-opus-5	2026-08-13
similar-implement-1	accept		claude-opus-5	2026-08-13
similar-comply-1	accept		claude-opus-5	2026-08-13
similar-delegate-1	accept		claude-opus-5	2026-08-13
similar-prioritize-1	accept		claude-opus-5	2026-08-13
similar-coordinate-1	accept		claude-opus-5	2026-08-13
similar-supervise-1	accept	クロスレビュー（Fable・2026-08-13）の指摘を受けて是正	claude-opus-5	2026-08-13
similar-oversee-1	accept		claude-opus-5	2026-08-13
similar-recruit-1	accept	クロスレビュー（Fable・2026-08-13）の指摘を受けて是正	claude-opus-5	2026-08-13
similar-hire-1	accept		claude-opus-5	2026-08-13
similar-notify-1	accept		claude-opus-5	2026-08-13
similar-inform-1	accept		claude-opus-5	2026-08-13
similar-request-1	accept		claude-opus-5	2026-08-13
similar-clarify-1	accept		claude-opus-5	2026-08-13
similar-terminate-1	accept		claude-opus-5	2026-08-13
similar-retirement-1	accept		claude-opus-5	2026-08-13
similar-evaluation-1	accept		claude-opus-5	2026-08-13
similar-performance-1	accept		claude-opus-5	2026-08-13
similar-registration-1	accept		claude-opus-5	2026-08-13
similar-correspondence-1	accept		claude-opus-5	2026-08-13
similar-participate-1	accept		claude-opus-5	2026-08-13
similar-expenditure-1	accept		claude-opus-5	2026-08-13
similar-competitor-1	accept		claude-opus-5	2026-08-13
similar-client-1	accept		claude-opus-5	2026-08-13
similar-shareholder-1	accept		claude-opus-5	2026-08-13
similar-landlord-1	accept		claude-opus-5	2026-08-13
similar-employee-1	accept		claude-opus-5	2026-08-13
similar-presentation-1	accept	クロスレビュー（Fable・2026-08-13）の指摘を受けて是正	claude-opus-5	2026-08-13
