id	verdict	observation	reviewer	reviewedAt
dictation-shipment	accept		claude-opus-5	2026-08-13
dictation-invoice	accept		claude-opus-5	2026-08-13
dictation-candidate	accept		claude-opus-5	2026-08-13
dictation-warehouse	accept		claude-opus-5	2026-08-13
dictation-contract	accept		claude-opus-5	2026-08-13
dictation-vendor	accept		claude-opus-5	2026-08-13
dictation-renovation	accept		claude-opus-5	2026-08-13
dictation-inspection	accept		claude-opus-5	2026-08-13
dictation-employee	accept		claude-opus-5	2026-08-13
dictation-presentation	accept		claude-opus-5	2026-08-13
dictation-budget	accept		claude-opus-5	2026-08-13
dictation-reservation	accept		claude-opus-5	2026-08-13
dictation-deadline	accept		claude-opus-5	2026-08-13
dictation-warranty	accept		claude-opus-5	2026-08-13
dictation-supervisor	accept		claude-opus-5	2026-08-13
dictation-brochure	accept		claude-opus-5	2026-08-13
dictation-merger	accept		claude-opus-5	2026-08-13
dictation-subscription	accept		claude-opus-5	2026-08-13
dictation-voucher	accept		claude-opus-5	2026-08-13
dictation-franchise	accept		claude-opus-5	2026-08-13
dictation-itinerary	accept		claude-opus-5	2026-08-13
dictation-malfunction	accept		claude-opus-5	2026-08-13
dictation-refund	accept		claude-opus-5	2026-08-13
dictation-orientation	accept		claude-opus-5	2026-08-13
dictation-clearance	accept		claude-opus-5	2026-08-13
dictation-technician	accept		claude-opus-5	2026-08-13
dictation-compliance	accept		claude-opus-5	2026-08-13
dictation-applicant	accept		claude-opus-5	2026-08-13
dictation-premises	accept		claude-opus-5	2026-08-13
dictation-supplier	accept		claude-opus-5	2026-08-13
dictation-commute	accept		claude-opus-5	2026-08-13
dictation-contractor	accept		claude-opus-5	2026-08-13
dictation-renewal	accept		claude-opus-5	2026-08-13
dictation-feedback	accept		claude-opus-5	2026-08-13
dictation-shuttle	accept		claude-opus-5	2026-08-13
dictation-certification	accept		claude-opus-5	2026-08-13
dictation-outlet	accept		claude-opus-5	2026-08-13
dictation-layover	accept		claude-opus-5	2026-08-13
dictation-receipt	accept		claude-opus-5	2026-08-13
dictation-consignment	accept		claude-opus-5	2026-08-13
dictation-courier	accept		claude-opus-5	2026-08-13
dictation-backlog	accept		claude-opus-5	2026-08-13
dictation-premium	accept		claude-opus-5	2026-08-13
dictation-overhead	accept		claude-opus-5	2026-08-13
